protectedAreaName,protectedAreaType,state,wikipediaUrl,declared,area,district
Oyster Island‑II Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Oyster_Island‑II_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.21,Andaman
Paget Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Paget_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,7.36,Andaman
Parkinson Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Parkinson_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.34,Andaman
Passage Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Passage_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.62,Andaman
Patric Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Patric_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.13,Andaman
Peacock Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Peacock_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.62,Andaman
Pitman Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Pitman_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.37,Andaman
Point Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Point_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,3.07,Andaman
Potanma Islands Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Potanma_Islands_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.16,Andaman
Ranger Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Ranger_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,4.26,Andaman
Reef Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Reef_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.74,Andaman
Roper Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Roper_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.46,Andaman
Ross Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Ross_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.01,Andaman
Rowe Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Rowe_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.01,Andaman
Sandy Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Sandy_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.58,Andaman
Sea Serpent Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Sea_Serpent_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.78,Andaman
Shark Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Shark_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.6,Andaman
Shearme Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Shearme_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,7.85,Andaman
Sir Hugh Rose Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Sir_Hugh_Rose_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.06,Andaman
Sisters Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Sisters_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.36,Andaman
Snake Island‑I Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Snake_Island‑I_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.73,Andaman
Snake Island‑II Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Snake_Island‑II_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.03,Andaman
South Brother Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/South_Brother_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.24,Andaman
South Reef Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/South_Reef_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.17,Andaman
South Sentinel Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/South_Sentinel_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.61,Andaman
Spike Island‑I Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Spike_Island‑I_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.42,Andaman
Spike Island‑II Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Spike_Island‑II_Wildlife_Sanctuary?action=edit&redlink=1,1987,11.7,Andaman
Stoat Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Stoat_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.44,Andaman
Surat Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Surat_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.31,Andaman
Swamp Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Swamp_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,4.09,Andaman
Table (Delgarno) Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Table_(Delgarno)_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,2.29,Andaman
Table (Excelsior) Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Table_(Excelsior)_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.69,Andaman
Talabaicha Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Talabaicha_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,3.21,Andaman
Temple Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Temple_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,1.04,Andaman
Tillongchang Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Tillongchang_Island_Wildlife_Sanctuary?action=edit&redlink=1,1985,16.83,Nicobar
Tree Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Tree_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.03,Andaman
Trilby Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Trilby_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.96,Andaman
Tuft Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Tuft_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.29,Andaman
Turtle Islands Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Turtle_Islands_Wildlife_Sanctuary,1987,0.39,Andaman
West Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/West_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,6.4,Andaman
Wharf Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/Wharf_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.11,Andaman
White Cliff Island Wildlife Sanctuary,Wildlife Sanctuary,Andaman and Nicobar Islands,https://en.wikipedia.org/wiki/White_Cliff_Island_Wildlife_Sanctuary?action=edit&redlink=1,1987,0.47,Andaman
Coringa Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Coringa_Wildlife_Sanctuary,1978,235.7,East Godavari
Gundla Brahmeswaram Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Gundla_Brahmeswaram_Wildlife_Sanctuary,1990,1193.68,"Kurnool, Prakasam"
Kambalakonda Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Kambalakonda_Wildlife_Sanctuary,2002,71.39,Visakhapatnam
Koundinya Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Koundinya_Wildlife_Sanctuary,1990,357.6,Chittoor
Kolleru Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Kolleru_Wildlife_Sanctuary,1953,308.55,"Krishna, West Godavari"
Krishna Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Krishna_Wildlife_Sanctuary,1989,194.81,"Guntur, Krishna"
Nagarjunsagar-Srisailam Tiger Reserve,Tiger Reserve,Andhra Pradesh,https://en.wikipedia.org/wiki/Nagarjunsagar-Srisailam_Tiger_Reserve,1978,2131.31,"Nandyal, Palnadu, Prakasam"
Nelapattu Bird Sanctuary,Bird Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Nelapattu_Bird_Sanctuary,1976,4.59,Tirupati
Pulicat Lake Bird Sanctuary,Bird Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Pulicat_Lake_Bird_Sanctuary,1976,600,Tirupati
Rollapadu Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Rollapadu_Wildlife_Sanctuary,1988,6.14,Nandyal
Sri Lankamalleswara Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Sri_Lankamalleswara_Wildlife_Sanctuary,1988,464.43,Kadapa
Sri Penusila Narasimha Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Sri_Penusila_Narasimha_Wildlife_Sanctuary,1997,1030.85,Nellore
Sri Venkateswara Wildlife Sanctuary,Wildlife Sanctuary,Andhra Pradesh,https://en.wikipedia.org/wiki/Sri_Venkateswara_National_Park,1985,172.35,Tirupati
D'Ering Memorial Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/D'Ering_Memorial_Wildlife_Sanctuary,1978,190,East Siang
Dibang Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Dibang_Wildlife_Sanctuary,1991,4149,Dibang Valley
Eaglenest Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Eaglenest_Wildlife_Sanctuary,1989,217,West Kameng
Itanagar Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Itanagar_Wildlife_Sanctuary,1978,140.3,Papum Pare
Kamala Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Kamala_Wildlife_Sanctuary,2015,77.61,Upper Subansiri
Kamlang Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Kamlang_Wildlife_Sanctuary,1989,783,Lohit
Kane Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Kane_Wildlife_Sanctuary,1991,31,West Siang
Mehao Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Mehao_Wildlife_Sanctuary,1980,281.5,Dibang Valley
Pakke Tiger Reserve,Tiger Reserve,Arunachal Pradesh,https://en.wikipedia.org/wiki/Pakke_Tiger_Reserve,1977,861.95,East Kameng
Ringba-Roba Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Ringba-Roba_Wildlife_Sanctuary,2015,49.2,East Kameng
Sessa Orchid Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Sessa_Orchid_Wildlife_Sanctuary,1989,100,West Kameng
Talle Valley Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Talle_Valley_Wildlife_Sanctuary,1995,337,Lower Subansiri
Yordi Rabe Supse Wildlife Sanctuary,Wildlife Sanctuary,Arunachal Pradesh,https://en.wikipedia.org/wiki/Yordi_Rabe_Supse_Wildlife_Sanctuary,1996,397,West Siang
Amchang Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Amchang_Wildlife_Sanctuary,2004,78.64,Kamrup
Barnadi Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Barnadi_Wildlife_Sanctuary,1980,26.22,Darrang
Bherjan-Borajan-Padumoni Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Bherjan-Borajan-Padumoni_Wildlife_Sanctuary,1999,7.22,Tinsukia
Borail Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Borail_Wildlife_Sanctuary,2004,326.24,Cachar
Burachapori Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Burachapori_Wildlife_Sanctuary,1995,44.06,Sonitpur
Chakrashila Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Chakrashila_Wildlife_Sanctuary,1994,45.56,Dhubri
Deepar Beel Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Deepar_Beel_Wildlife_Sanctuary,1989,4.41,Kamrup
East Karbi-Anglong Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/East_Karbi-Anglong_Wildlife_Sanctuary,2000,221.81,Karbi-Anglong
Garampani Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Garampani_Wildlife_Sanctuary,1952,6.05,Karbi-Anglong
Hoollongapar Gibbon Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Hoollongapar_Gibbon_Sanctuary,1997,20.98,Jorhat
Laokhowa Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Laokhowa_Wildlife_Sanctuary,1972,70.13,Nagaon
Marat Longri Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Marat_Longri_Wildlife_Sanctuary,2003,451,Karbi-Anglong
Nambor Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Nambor_Wildlife_Sanctuary,2000,37,Karbi-Anglong
Nambor - Doigrung Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Nambor_-_Doigrung_Wildlife_Sanctuary,2003,97.15,Karbi-Anglong
Pabitora Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Pabitora_Wildlife_Sanctuary,1987,38.81,Marigaon
Pani Dihing Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Pani_Dihing_Wildlife_Sanctuary,1995,33.93,Sibsagar
Sonai Rupai Wildlife Sanctuary,Wildlife Sanctuary,Assam,https://en.wikipedia.org/wiki/Sonai_Rupai_Wildlife_Sanctuary,1998,220,Sonitpur
Barela Bird Sanctuary,Bird Sanctuary,Bihar,https://en.wikipedia.org/wiki/Barela_Bird_Sanctuary,1997,1.979,Vaishali
Bhimbandh Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Bhimbandh_Wildlife_Sanctuary,1976,681.9,Munger
Gautam Budha Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Gautam_Budha_Wildlife_Sanctuary,1976,138.33,Gaya
Kaimur Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Kaimur_Wildlife_Sanctuary,1979,1504.96,Rohtas
Kanwarjheel Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Kanwarjheel_Wildlife_Sanctuary,1989,63.11,Begusarai
Kusheshwar Asthan Bird Wildlife Sanctuary,Bird Sanctuary,Bihar,https://en.wikipedia.org/wiki/Kusheshwar_Asthan_Bird_Wildlife_Sanctuary,1994,29.21,Darbhanga
Nagi Dam Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Nagi_Bird_Sanctuary,1987,1.92,Jamui
Nakti Dam Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Nakti_Dam_Wildlife_Sanctuary,1987,3.33,Jamui
Pant Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Pant_Wildlife_Sanctuary,1978,35.84,Nalanda
Rajauli Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Rajauli_Wildlife_Sanctuary,2019,27.27,Nawada
Udaypur Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Udaypur_Wildlife_Sanctuary,1978,8.87,Pashchim Champaran
Valmiki Wildlife Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Valmiki_Wildlife_Sanctuary,1978,880.78,Pashchim Champaran
Vikramshila Gangetic Dolphin Sanctuary,Wildlife Sanctuary,Bihar,https://en.wikipedia.org/wiki/Vikramshila_Gangetic_Dolphin_Sanctuary,1990,60,Bhagalpur
City Birds Wildlife Sanctuary,Bird Sanctuary,Chandigarh,"https://en.wikipedia.org/wiki/Parrot_Bird_Sanctuary,_Chandigarh",1998,0.03,Chandigarh
Sukhna Wildlife Sanctuary,Wildlife Sanctuary,Chandigarh,https://en.wikipedia.org/wiki/Sukhna_Wildlife_Sanctuary,1986,25.98,Chandigarh
Achanakmar Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Achanakmar_Wildlife_Sanctuary,1975,551.55,Bilaspur
Badalkhol Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Badalkhol_Wildlife_Sanctuary,1975,104.45,Jashpur
Barnawapara Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Barnawapara_Wildlife_sanctuary,1976,244.66,Raipur
Bhairamgarh Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Bhairamgarh_Wildlife_Sanctuary,1983,138.95,Bijapur
Bhoramdev Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Bhoramdev_Wildlife_Sanctuary,2001,351.24,Kawardha
Gomardha Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Gomardha_Wildlife_Sanctuary,1975,277.82,Raigarh
Pamed Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Pamed_Wildlife_Sanctuary,1985,262.12,Bijapur
Semarsot Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Semarsot_Wildlife_Sanctuary,1978,430.35,Surguja
Sitanadi Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Sitanadi_Wildlife_Sanctuary,1974,553.36,Dhamtari
Tamor Pingla Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Tamor_Pingla_Wildlife_Sanctuary,1978,608.51,Surguja
Udanti Wildlife Sanctuary,Wildlife Sanctuary,Chhattisgarh,https://en.wikipedia.org/wiki/Udanti_Wildlife_Sanctuary,1983,247.59,Gariaband
Dadra and Nagar Haveli Wildlife Sanctuary,Wildlife Sanctuary,Dadra Nagar Haveli and Daman and Diu,https://en.wikipedia.org/wiki/Dadra_and_Nagar_Haveli_Wildlife_Sanctuary,2000,92.16,Dadra and Nagar Haveli
Fudam Bird Sanctuary,Bird Sanctuary,Dadra Nagar Haveli and Daman and Diu,https://en.wikipedia.org/wiki/Fudam_Bird_Sanctuary,1991,2.18,Diu
Asola Bhatti Wildlife Sanctuary,Wildlife Sanctuary,Delhi,https://en.wikipedia.org/wiki/Asola_Bhatti_Wildlife_Sanctuary,1992,27.82,South Delhi
Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,Goa,https://en.wikipedia.org/wiki/Bhagwan_Mahavir_Sanctuary,1967,133,North Goa
Bondla Wildlife Sanctuary,Wildlife Sanctuary,Goa,https://en.wikipedia.org/wiki/Bondla_Wildlife_Sanctuary,1969,8,North Goa
Cotigao Wildlife Sanctuary,Wildlife Sanctuary,Goa,https://en.wikipedia.org/wiki/Cotigao_Wildlife_Sanctuary,1968,85.65,South Goa
Madei Wildlife Sanctuary,Wildlife Sanctuary,Goa,https://en.wikipedia.org/wiki/Madei_Wildlife_Sanctuary,1999,208.48,North Goa
Netravali Wildlife Sanctuary,Wildlife Sanctuary,Goa,https://en.wikipedia.org/wiki/Netravali_Wildlife_Sanctuary,1999,211.05,South Goa
Salim Ali Bird Sanctuary,Bird Sanctuary,Goa,https://en.wikipedia.org/wiki/Salim_Ali_Bird_Sanctuary,1988,1.78,North Goa
Balaram Ambaji Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Balaram_Ambaji_Wildlife_Sanctuary,1989,542.08,Banaskantha
Barda Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Barda_Wildlife_Sanctuary,1979,192.31,"Jamnagar, Porbandar"
Gaga Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Gaga_Wildlife_Sanctuary,1988,3.33,Jamnagar
Gir Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Gir_Wildlife_Sanctuary,1965,1153.42,"Amreli, Junagadh"
Girnar Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Girnar_Wildlife_Sanctuary,2008,178.8,Junagadh
Hingolgadh Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Hingolgadh_Sanctuary,1980,6.54,Rajkot
Jambughoda Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Jambughoda_Wildlife_Sanctuary,1990,130.38,Godhra
Jessore Sloth Bear Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Jessore_Sloth_Bear_Sanctuary,1978,180.66,Banaskantha
Khijadiya Bird Sanctuary,Bird Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Khijadiya_Bird_Sanctuary,1981,6.05,Jamnagar
Kutch Bustard Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Kutch_Bustard_Sanctuary,1995,2.03,Kachchh
Kutch Desert Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Kutch_Desert_Wildlife_Sanctuary,1986,7506.22,Kachchh
Marine Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,"https://en.wikipedia.org/wiki/Marine_National_Park,_Gulf_of_Kutch",1980,295.03,Jamnagar
Mitiyala Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Mitiyala_Wildlife_Sanctuary,2004,18.22,Junagadh
Nal Sarovar Bird Sanctuary,Bird Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Nal_Sarovar_Bird_Sanctuary,1969,120.82,"Ahmedabad, Surendranagar"
Narayan Sarovar Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Narayan_Sarovar_Sanctuary,1995,442.91,Kachchh
Pania Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Pania_Wildlife_Sanctuary,1989,39.63,Amreli
Porbandar Bird Sanctuary,Bird Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Porbandar_Bird_Sanctuary,1988,0.09,Porbandar
Purna Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Purna_Wildlife_Sanctuary,1990,160.84,Dangs
Rampara Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Rampara_Sanctuary,1988,15.01,Rajkot
Ratanmahal Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Ratanmahal_Wildlife_Sanctuary,1982,55.65,Dahod
Shoolpaneshwar Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Shoolpaneshwar_Wildlife_Sanctuary,1982,607.7,Bharuch
Thol Lake Bird Sanctuary,Bird Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Thol_Lake_Bird_Sanctuary,1988,6.99,Mahesana
Wild Ass Wildlife Sanctuary,Wildlife Sanctuary,Gujarat,https://en.wikipedia.org/wiki/Wild_Ass_Wildlife_Sanctuary,1973,4953.71,"Banaskantha, Kachchh, Mahesana, Patan, Rajkot, Surendranagar"
Abubshahar Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Abubshahar_Wildlife_Sanctuary,1987,115.31,Sirsa
Bhindawas Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Bhindawas_Wildlife_Sanctuary,1986,4.12,Jhajjar
Bir Shikargah Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Bir_Shikargah_Wildlife_Sanctuary,1987,7.67,Panchkula
Chhilchhila Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Chhilchhila_Wildlife_Sanctuary,1986,0.29,Kaithal
Kalesar Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Kalesar_National_Park,1996,54.36,Yamuna Nagar
Khaparwas Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Khaparwas_Wildlife_Sanctuary,1991,0.83,Jhajjar
Khol Hi-Raitan Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Khol_Hi-Raitan_Wildlife_Sanctuary,2004,48.83,Panchkula
Nahar Wildlife Sanctuary,Wildlife Sanctuary,Haryana,https://en.wikipedia.org/wiki/Nahar_Wildlife_Sanctuary,1987,2.11,Rewari
