wikidataId,wikidataLabel,protectedAreaType,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,state,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl
Q18128630,Nelapattu Bird Sanctuary,Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Nellapattu%20Bird%20Sanctuary%20board.jpg,,,,13.83325,79.94962,,,,,,,,https://en.wikipedia.org/wiki/Nelapattu_Bird_Sanctuary
Q18129185,Papikonda National Park,National Park,,,IUCN category II: National Park,Andhra Pradesh,Andhra Pradesh,17.483,81.4856,,,591,,,,,https://en.wikipedia.org/wiki/Papikonda_National_Park
Q18343586,Gautam Budha Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar,Bihar,24.54,85.56,,,,,,,,https://en.wikipedia.org/wiki/Gautam_Budha_Wildlife_Sanctuary
Q18355976,Udaypur Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar,Bihar,26.815789,84.4324626,,,,,,,,https://en.wikipedia.org/wiki/Udaypur_Wildlife_Sanctuary
Q18357307,Uppalapadu Bird Sanctuary,Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Uppalapadu%20Bird%20Sanctuary%20Entrance.jpg,,,,,,,,,,,Uppalapadu Bird Sanctuary,,https://en.wikipedia.org/wiki/Uppalapadu_Bird_Sanctuary
Q18768349,Godumalai,,,http://commons.wikimedia.org/wiki/Special:FilePath/Godumalai.jpg,,,,11.682,78.3508,Salem,,,,,,,https://en.wikipedia.org/wiki/Godumalai
Q19326278,Borail Wildlife Sanctuary,Wildlife Sanctuary,,,,Assam,Assam,25.082,92.678,,,,,,,,https://en.wikipedia.org/wiki/Borail_Wildlife_Sanctuary
Q19361520,East Karbi-Anglong Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,Assam,25.92,93.3829,,,,,,,,https://en.wikipedia.org/wiki/East_Karbi-Anglong_Wildlife_Sanctuary
Q65041648,Ralamandal Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,22.6503,75.974,,,,,,,,https://en.wikipedia.org/wiki/Ralamandal_Wildlife_Sanctuary
Q65068086,Sajjangarh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,24.596854,73.640423,Udaipur,,,,,,,https://en.wikipedia.org/wiki/Sajjangarh_Wildlife_Sanctuary
Q65090978,Ken Gharial Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,24.890555555,80.076666666,,,,,,,,https://en.wikipedia.org/wiki/Ken_Gharial_Sanctuary
Q65091528,Gudekote Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,15.233333333,76.516666666,Ballary,,,,,,,https://en.wikipedia.org/wiki/Gudekote_Wildlife_Sanctuary
Q65321737,Karimpuzha Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kerala,Kerala,11.3875,76.376944444,,,,,,,,https://en.wikipedia.org/wiki/Karimpuzha_Wildlife_Sanctuary
Q85755050,D'Ering Memorial Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,Arunachal Pradesh,27.937777777,95.445833333,,,,,,,,https://en.wikipedia.org/wiki/D%27Ering_Memorial_Wildlife_Sanctuary
Q85765467,Hail Haor Wildlife Sanctuary,Wildlife Sanctuary,,,,Habiganj District,,24.366666666,91.683333333,,,,,,Hail Haor Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Hail_Haor_Wildlife_Sanctuary
Q85773598,Karanja Sohol Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Washim district,Maharashtra,20.4289,77.5059,,,18.32,,,,,https://en.wikipedia.org/wiki/Karanja_Sohol_Wildlife_Sanctuary
Q85791919,Palkot Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Palkot,Jharkhand,22.744624,84.586364,,,,,,Palkot Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Palkot_Wildlife_Sanctuary
Q85800682,Sharavathi LTM Wildlife Sanctuary,Wildlife Sanctuary,,,,,,13.9,74.633333333,,,,,,Sharavati Valley Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Sharavathi_LTM_Wildlife_Sanctuary
Q85846882,Pant Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar; Nalanda district,Bihar,24.9928,85.4233,,,,,,,,https://en.wikipedia.org/wiki/Pant_Wildlife_Sanctuary
Q93269786,Pakkamalai,,,,,Tamil Nadu; Viluppuram district,Tamil Nadu,12.181883,79.289707,,,,,,,,https://en.wikipedia.org/wiki/Pakkamalai
Q96401141,Rajiv Gandhi National Park,National Park,,,IUCN category II: National Park,Andhra Pradesh,Andhra Pradesh,14.726944444,78.560833333,,,,,,,,https://en.wikipedia.org/wiki/Rajiv_Gandhi_National_Park_(Rameswaram)
Q97274790,Palai park,,,http://commons.wikimedia.org/wiki/Special:FilePath/Palai%20Park%20entrance.jpg,,Ramanathapuram district,Tamil Nadu,9.31367,78.8308,,,,,,Palai Genetic Heritage Garden,,https://en.wikipedia.org/wiki/Palai_park
Q97377968,Konni Forest Division,,,,,Kerala,Kerala,9.230555555,76.851944444,,part of UNESCO World Heritage Site,26143,http://www.forest.kerala.gov.in/index.php/reserve-notifications/territorial/konni,,,,https://en.wikipedia.org/wiki/Konni_Forest_Division
Q101251280,Hokersar wetland,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hokersar%20wetland.jpg,,Jammu and Kashmir,Jammu and Kashmir,34.095,74.7075,,,1375,,,Hokersar,,https://en.wikipedia.org/wiki/Hokersar
Q101311408,Agra Bear Rescue Facility,,,http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Sloth%20Bear.jpg,,Agra,Uttar Pradesh,27.23583333,77.85194444,,,,,,,,https://en.wikipedia.org/wiki/Agra_Bear_Rescue_Facility
Q101471239,Overa-Aru Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Overa-Aru%20Wildlife%20Sanctuary%206.jpg,IUCN category IV: Habitat/Species Management Area,Anantnag district,Jammu and Kashmir,34.11,75.2475,,,,,,Overa-Aru Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Overa-Aru_Wildlife_Sanctuary
Q102047437,Gulmarg Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Gulmarg%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Baramulla district,Jammu and Kashmir,33.994166666,74.374166666,,,69,,,Gulmarg Wildlife Sanctuary,15876412,https://en.wikipedia.org/wiki/Gulmarg_Wildlife_Sanctuary
Q104822465,Koderma Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jharkhand,Jharkhand,24.5373,85.5939,,,,,,,,https://en.wikipedia.org/wiki/Koderma_Wildlife_Sanctuary
Q104852789,Tungabhadra Otter Conservation Reserve,,,,,Karnataka,Karnataka,15.36,76.51,,,,,,,,https://en.wikipedia.org/wiki/Tungabhadra_Otter_Conservation_Reserve
Q104868515,Nagi Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar,Bihar,24.8175,86.4,,,,,,,,https://en.wikipedia.org/wiki/Nagi_Dam_Bird_Sanctuary
Q104879966,Barnawapara Wildlife sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,Chhattisgarh,21.5,82.47,,,,,,,,https://en.wikipedia.org/wiki/Barnawapara_Wildlife_Sanctuary
Q105044248,Lawalong Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jharkhand,Jharkhand,24.2367,84.5175,,,,,,,,https://en.wikipedia.org/wiki/Lawalong_Wildlife_Sanctuary
Q105806882,Kottur Elephant Sanctuary and Rehabilitation Centre,Wildlife Sanctuary,,,,,,8.4,77.16,,,,,,,,https://en.wikipedia.org/wiki/Kottur_Elephant_Sanctuary_and_Rehabilitation_Centre
Q105847575,Tansa Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Habitat%20Tansa%20WLS%20by%20Dr.%20Raju%20Kasambe%20DSCN4979%20%287%29.jpg,IUCN category IV: Habitat/Species Management Area,Thane district,Maharashtra,19.545,73.265,,,304.81,,,Tansa Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Tansa_Wildlife_Sanctuary
Q106257541,Kitam bird sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Namchi district,Sikkim,27.1,88.333333333,,,6,,,,,https://en.wikipedia.org/wiki/Kitam_Bird_Sanctuary
Q106513444,Fakim Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kiphire district,Nagaland,25.825528,94.954389,,,642,,,,,https://en.wikipedia.org/wiki/Fakim_Wildlife_Sanctuary
Q106675739,Udanti Wildlife Sanctuary,Wildlife Sanctuary,Udanti-Sitanadi Tiger Reserve,,IUCN category IV: Habitat/Species Management Area,Gariaband district,Chhattisgarh,20.0716,82.3223,,,237.27,,,,,https://en.wikipedia.org/wiki/Udanti_Wildlife_Sanctuary
Q107112206,Raimona National Park,National Park,,,IUCN category II: National Park,Kokrajhar district,Assam,26.65972,89.97611,,,,,,Raimona National Park,,https://en.wikipedia.org/wiki/Raimona_National_Park
Q107224583,Lonar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,19.975,76.5075,,,,,,,,https://en.wikipedia.org/wiki/Lonar_Wildlife_Sanctuary
Q107283783,Koka Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,21.206861111,79.806333333,,,,,,,,https://en.wikipedia.org/wiki/Koka_Wildlife_Sanctuary
Q107313635,Itanagar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Papum Pare district,Arunachal Pradesh,27.068472222,93.581361111,,,,,,,,https://en.wikipedia.org/wiki/Itanagar_Wildlife_Sanctuary
Q107324541,Mehao Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,Arunachal Pradesh,28.1575,95.94,,,,,,,,https://en.wikipedia.org/wiki/Mehao_Wildlife_Sanctuary
Q107404544,Aner Dam Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,21.35,75.0225,,,,,,,,https://en.wikipedia.org/wiki/Aner_Dam_Wildlife_Sanctuary
Q949297,Jim Corbett National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Elephants%20Grass%20Sal%20Dhikala%20Corbett%20Reserve%20Dec2019%20R16%2002266.jpg,IUCN category II: National Park,Nainital district,Uttarakhand,29.53333333,78.93333333,Ramnagar,,1288,https://www.jimcorbetttravelguide.com/,http://commons.wikimedia.org/wiki/Special:FilePath/Corbett%20National%20Park.jpg,Jim Corbett National Park,16831555,https://en.wikipedia.org/wiki/Jim_Corbett_National_Park
Q969593,Kasu Brahmananda Reddy National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Kbrpark.jpg,IUCN category II: National Park,Hyderabad,Telangana,17.42,78.41,,,,,,Kasu Brahmananda Reddy National Park,,https://en.wikipedia.org/wiki/Kasu_Brahmananda_Reddy_National_Park
Q1143016,Kuno Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/A%20well-fed%20bull%20in%20Kuno%20WS%20AJTJ%20P1070807.jpg,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,25.66666667,77.25,,,344.68,http://sheopur.nic.in/kuno.htm,,Kuno National Park,,https://en.wikipedia.org/wiki/Kuno_National_Park
Q1156717,Dachigam National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Sarband-kashmir.JPG,IUCN category II: National Park,Srinagar district,Jammu and Kashmir,34.14,75.02,Srinagar,,147,,,Dachigam National Park,,https://en.wikipedia.org/wiki/Dachigam_National_Park
Q1194252,Eravikulam National Park,National Park,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/33%20by%20N%20A%20Nazeer.JPG,IUCN category II: National Park,Idukki district; Ernakulam district,Kerala,10.2,77.083,Munnar,part of UNESCO World Heritage Site,12700,https://eravikulam.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Eravikulam%20Banner.jpg,Eravikulam National Park,4148317,https://en.wikipedia.org/wiki/Eravikulam_National_Park
Q4848700,Baisipali Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Nayagarh district,Odisha,20.45,84.75,,,,,,,,https://en.wikipedia.org/wiki/Baisipalli_Wildlife_Sanctuary
Q4851306,Ballabhpur Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bolpur Sriniketan community development block,West Bengal,23.685011,87.653021,Santiniketan,,,,,,,https://en.wikipedia.org/wiki/Ballabhpur_Wildlife_Sanctuary
Q4860066,Barda Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Porbandar district,Gujarat,21.851,69.699,Porbandar,,192.31,,,,,https://en.wikipedia.org/wiki/Barda_Wildlife_Sanctuary
Q4868136,Bassi Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,25.025,74.85833056,Bassi,,,,,,,https://en.wikipedia.org/wiki/Bassi_Wildlife_Sanctuary
Q4898107,Bethuadahari Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Bethuadahari%20Wildlife%20Sanctuary%20-%20Indian%20National%20Highway%2034%20-%20Nadia%202013-03-23%207084.JPG,IUCN category IV: Habitat/Species Management Area,Nakashipara community development block,West Bengal,23.5975516,88.3920227,Bethuadahari,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%20-%20Bethuadahari%20Wildlife%20Sanctuary%20-%20Indian%20National%20Highway%2034%20-%20Nadia%202013-03-23%207090%20%28cropped%29.JPG,Bethuadahari Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Bethuadahari_Wildlife_Sanctuary
Q4900541,Bhadra Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/2006-Tigers-and-Gaurs.jpg,,Chikkaballapura district,Karnataka,13.695477777,75.636813888,,,492.46,,,Bhadra Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Bhadra_Wildlife_Sanctuary
Q4903011,Bibhutibhushan Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Parmadan%20Forest%2003.jpg,IUCN category IV: Habitat/Species Management Area,North 24 Parganas district,West Bengal,23.186178,88.762087,Bangaon,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Parmadan%20Forest%2013%20%28banner%29.jpg,Bibhutibhushan Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Bibhutibhushan_Wildlife_Sanctuary
Q4941109,Bonal Bird Sanctuary,Bird Sanctuary,,,,Yadgir district,Karnataka,16.52691111,76.65669722,,,,,,,,https://en.wikipedia.org/wiki/Bonal_Bird_Sanctuary
Q4941423,Bondla Wildlife Sanctuary,Wildlife Sanctuary,,,,,,15.4268,74.1136,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bondla%20Banner.jpg,Bondla Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Bondla_Wildlife_Sanctuary
Q4944241,Bor Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20soothing%20view.jpg,IUCN category IV: Habitat/Species Management Area,Wardha district,Maharashtra,20.9775,78.67583333,,,121.1,,,Bor Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Bor_Wildlife_Sanctuary
Q4945104,Bori Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,22.403,78.08,,,,,,,,https://en.wikipedia.org/wiki/Bori_Wildlife_Sanctuary
Q4955532,Brahmagiri Wildlife Sanctuary,Wildlife Sanctuary,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/Brahmagiri%20wildlife%20sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,12.387,75.491,,part of UNESCO World Heritage Site,18129,,,Brahmagiri Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Brahmagiri_Wildlife_Sanctuary
Q5054715,Cauvery Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/River%20Cauvery%20at%20Cauvery%20Wildlife%20sanctuary%20AparnaK.jpg,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,12.17,77.543,Mandya,,1027.53,,,Cauvery Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Cauvery_Wildlife_Sanctuary
Q5067785,Chail Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Solan district,Himachal Pradesh,30.9599,77.1978,,,110,,,Chail Sanctuary,,https://en.wikipedia.org/wiki/Chail_Sanctuary
Q5068408,Chakrashila Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,Assam,26.338,90.329,,,,,,,,https://en.wikipedia.org/wiki/Chakrashila_Wildlife_Sanctuary
Q5070917,Chandaka Elephant Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Chandaka%20Forest%20and%20Elephant%20Reserve%2001.JPG,IUCN category IV: Habitat/Species Management Area,Khordha district,Odisha,20.36666667,85.76666667,Bhubaneswar,,,,,Chandaka Elephant Reserve,,https://en.wikipedia.org/wiki/Chandaka_Elephant_Sanctuary
Q5071304,Chandra Prabha Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,Uttar Pradesh,24.92785,83.11432,Varanasi,,,,,,,https://en.wikipedia.org/wiki/Chandra_Prabha_Wildlife_Sanctuary
Q5073423,Chapramari Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Chapramari%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,West Bengal,West Bengal,26.8746424,88.8551019,Malbazar,,,,,Chapramari Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Chapramari_Wildlife_Sanctuary
Q5074314,Chari-Dhand Wetland Conservation Reserve,,,,,,,23.56272222,69.413,,Ramsar site,,,,,,https://en.wikipedia.org/wiki/Chari-Dhand_Wetland_Conservation_Reserve
Q5101326,Chintamoni Kar Bird Sanctuary,Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Chintamani%20Kar%20Bird%20Sanactuary%2C%20Kolkata.JPG,IUCN category IV: Habitat/Species Management Area,Kolkata; Rajpur Sonarpur,West Bengal,22.4295,88.4007,,,,,,Chintamoni Kar Bird Sanctuary,,https://en.wikipedia.org/wiki/Chintamoni_Kar_Bird_Sanctuary
Q7125480,Pakhui Tiger Reserve,Tiger Reserve,,,IUCN category IV: Habitat/Species Management Area,East Kameng district,Arunachal Pradesh,27.08333333,92.85833333,,,861.95,,,Pakke Tiger Reserve,,https://en.wikipedia.org/wiki/Pakke_Tiger_Reserve
Q7126657,Palamau Tiger Reserve,Tiger Reserve,,,IUCN category IV: Habitat/Species Management Area,Jharkhand,Jharkhand,23.705555555,84.182222222,Medininagar,,,,,Palamau Tiger Reserve,,https://en.wikipedia.org/wiki/Palamau_Tiger_Reserve
Q7160147,Peechi-Vazhani Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Peechi%20Dam%20area%20-%20Dec%202011%200254.JPG,IUCN category IV: Habitat/Species Management Area,Kerala,Kerala,10.481,76.446,Thrissur,,,,,Peechi-Vazhani Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Peechi-Vazhani_Wildlife_Sanctuary
Q7180496,Phansad Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,18.344111111,73.059083333,,,,,,,,https://en.wikipedia.org/wiki/Phansad_Wildlife_Sanctuary
Q7193996,Pilibhit Tiger Reserve,Tiger Reserve,Pilibhit district; North India; South Asia; Bareilly division; Uttar Pradesh; India,http://commons.wikimedia.org/wiki/Special:FilePath/Sultan-%20largest%20amongst%20all%20the%20tigers%20at%20PTR.png,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,Uttar Pradesh,28.718811,80.071968,Khatima; Pilibhit; Puranpur,,730.24,https://pilibhittigerreserve.in/,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Pilibhit%20tiger%20reserve%2C%20from%20space%20with%20Sharda%20river%2C%20Gangetic%20Plain%2C%20and%20the%20Himalayas.jpg,Pilibhit Tiger Reserve,9474608,https://en.wikipedia.org/wiki/Pilibhit_Tiger_Reserve
Q7206203,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Morigaon district,Assam,26.24111111,92.03138889,Guwahati,,,,,Pobitora Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Pobitora_Wildlife_Sanctuary
Q7206319,Pocharam Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/A%20view%20from%20Pocharam%20Lake%20with%20Herons%2C%20Egrets%2C%20Openbills%20etc%20W%20IMG%209727.jpg,IUCN category IV: Habitat/Species Management Area,,,18.125,78.2,Medak,,,http://forest.ap.nic.in/WL%20POCHARAM.htm,,Pocharam Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Pocharam_Wildlife_Sanctuary
Q7229958,Porbandar Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Porbandar district,Gujarat,21.635,69.619,,,,,,,,https://en.wikipedia.org/wiki/Porbandar_Bird_Sanctuary
Q7251264,protected area of Bihar,,,,,Bihar,Bihar,,,,,,,,,,https://en.wikipedia.org/wiki/Protected_areas_of_Bihar
Q7251273,protected area of Kerala,,,,,Kerala,Kerala,,,,,,,,,,https://en.wikipedia.org/wiki/List_of_protected_areas_of_Kerala
Q7261843,Pushpagiri Wildlife Sanctuary,Wildlife Sanctuary,Western Ghats; Karnataka,http://commons.wikimedia.org/wiki/Special:FilePath/Its%20not%20Day%20time%20%40Pushpagiri%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,12.58333333,75.66666667,Somwarpet,part of UNESCO World Heritage Site,10259,,http://commons.wikimedia.org/wiki/Special:FilePath/Kumaraparvata%20Banner.jpg,Pushpagiri Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Pushpagiri_Wildlife_Sanctuary
Q3091771,Ntangki National Park,National Park,,,IUCN category II: National Park,Peren district,Nagaland,25.56,93.45,,,,,,,,https://en.wikipedia.org/wiki/Ntangki_National_Park
Q3091867,Mathikettan Shola National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Elephant.jpeg,IUCN category II: National Park,Idukki district,Kerala,10.03333333,77.13333333,Munnar,,,,,Mathikettan Shola National Park,,https://en.wikipedia.org/wiki/Mathikettan_Shola_National_Park
Q3092307,Mrugavani National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Daboia%20head.jpg,IUCN category II: National Park,,,17.35777778,78.34111111,Hyderabad,,,,,Mrugavani National Park,,https://en.wikipedia.org/wiki/Mrugavani_National_Park
Q3092314,Mahavir Harina Vanasthali National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Common%20Hawk%20Cuckoo%20%28Cuculus%20varius%29%20in%20Hyderabad%20W%20IMG%207381.jpg,IUCN category II: National Park,Hyderabad district,Telangana,17.34,78.58583333,Hyderabad,,,,,Mahavir Harina Vanasthali National Park,,https://en.wikipedia.org/wiki/Mahavir_Harina_Vanasthali_National_Park
Q3092341,Sanjay National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Oriolus%20xanthornus%2C%20Black-hooded%20Oriole%2C%20India%202013.jpg,IUCN category II: National Park,,,23.968611111,81.655277777,Sidhi,,,,,Sanjay National Park,,https://en.wikipedia.org/wiki/Sanjay_National_Park
Q3092357,Van Vihar National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Alligator%20at%20Van%20Vihar%20National%20Park.jpg,IUCN category II: National Park,Bhopal district,Madhya Pradesh,23.22948,77.36977,,,,https://vanviharnationalpark.org/,,Van Vihar National Park,,https://en.wikipedia.org/wiki/Van_Vihar_National_Park
Q3143047,Mouling National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Tragopan%20blythii01.jpg,IUCN category II: National Park,,,28.58333333,94.86666667,,,,,,,,https://en.wikipedia.org/wiki/Mouling_National_Park
Q3174875,Nokrek National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Jhum%20cultivation%20in%20Nokrek%20Biosphere%20Reserve%20Meghalaya%20India%20Northeast%20India%202004.jpg,IUCN category II: National Park,,,25.53333333,90.11666667,,,,,,Nokrek National Park,,https://en.wikipedia.org/wiki/Nokrek_National_Park
Q3174886,Govind Pashu Vihar Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Har%20Ki%20Dun.jpg,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,Uttar Pradesh,30.73333333,78.45,,,485.89,,,,,https://en.wikipedia.org/wiki/Govind_Pashu_Vihar_Wildlife_Sanctuary
Q107410387,Amba Barwa Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,21.222305555,76.648666666,,,,,,,,https://en.wikipedia.org/wiki/Amba_Barwa_Wildlife_Sanctuary
Q107410544,Yedsi Ramling Ghat Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,18.305,75.94,,,,,,,,https://en.wikipedia.org/wiki/Yedsi_Ramling_Ghat_Wildlife_Sanctuary
Q107674396,Behali Reserved Forest,,,http://commons.wikimedia.org/wiki/Special:FilePath/BehaliRF.jpg,,Assam; Bishwanath district; Behali Vidhan Sabha constituency,Assam,26.908888888,93.308055555,,,140,https://sites.google.com/view/ethnobotanyofnortheastindia/flora/behali-reserve-forest,,Behali Reserved Forest,,https://en.wikipedia.org/wiki/Behali_Wildlife_Sanctuary
Q109905245,Nangal Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Punjab,Punjab,31.4025,76.37,,,,,,,,https://en.wikipedia.org/wiki/Nangal_Wildlife_Sanctuary
Q109974015,Chincholi Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kalaburgi district,Karnataka,17.5,77.5,,,134.88,,,Chincholi Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Chincholi_Wildlife_Sanctuary
