wikidataId,wikidataLabel,protectedAreaType,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,state,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl
Q19808294,Nandur Madhmeshwar Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Nashik district,Maharashtra,20.0079,74.0073,,Ramsar site,1437,,,Nandur Madhmeshwar Bird Sanctuary,,https://en.wikipedia.org/wiki/Nandur_Madhmeshwar_Bird_Sanctuary
Q19833696,Balaram Ambaji Widelife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/AViewOfPeaksOnTheWayToAmbaji.JPG,IUCN category IV: Habitat/Species Management Area,Gujarat,Gujarat,24.356118321,72.642752927,Palanpur,,542.08,,,,,https://en.wikipedia.org/wiki/Balaram_Ambaji_Wildlife_Sanctuary
Q19881905,Amangarh Tiger Reserve,Tiger Reserve,,,,,,29.5667,78.6167,,,,,,,,https://en.wikipedia.org/wiki/Amangarh_Tiger_Reserve
Q19894392,Naina Devi Himalayan Bird Conservation Reserve,Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Kalij%20Pheasant%20Lingadhar%20Uttarakhand%20India%2002.12.2014.jpg,,,,29.38,79.45,Nainital,,,,,,,https://en.wikipedia.org/wiki/Naina_Devi_Himalayan_Bird_Conservation_Reserve
Q19895392,Pranahita Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Telangana,Telangana,19.0256,79.9053,Mancherial,,,,,,,https://en.wikipedia.org/wiki/Pranahita_Wildlife_Sanctuary
Q19895529,Purna Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Purna%20River%20view%20from%20Campsite.jpg,,Dang district,Gujarat,20.91,73.7,,,160.84,,,,,https://en.wikipedia.org/wiki/Purna_Wildlife_Sanctuary
Q19898458,Sri Lankamalleswara Wildlife Sanctuary,Wildlife Sanctuary,,,,,,14.6,78.8833,Kadapa,,,,,Sri Lankamalleswara Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Sri_Lankamalleswara_Wildlife_Sanctuary
Q21997171,Parrot Bird Sanctuary Chandigarh,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chandigarh,Chandigarh,30.725,76.77916667,,,2.9,,,"Parrot Sanctuary, Chandigarh",,"https://en.wikipedia.org/wiki/Parrot_Bird_Sanctuary,_Chandigarh"
Q22031428,Gahirmatha Marine Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Odisha,Odisha,20.57,86.84,Chandabali,,,,,,,https://en.wikipedia.org/wiki/Gahirmatha_Marine_Sanctuary
Q22080908,Simbalbara National Park,National Park,,,IUCN category II: National Park,Himachal Pradesh,Himachal Pradesh,30.439,77.473,,,,,,,,https://en.wikipedia.org/wiki/Simbalbara_National_Park
Q22231355,Kamlang Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Glao%20Glow%20Lake%201.jpg,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,Arunachal Pradesh,27.66666667,96.43333333,Wakro,,,http://arunachalforests.gov.in/kamlang_wildlife_sanctuary.html,,Kamlang Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Kamlang_Wildlife_Sanctuary
Q55633284,Sitabani Wildlife Reserve,Wildlife Sanctuary,,,,,,29.766666666,79.433333333,Ramnagar,,,,,,,https://en.wikipedia.org/wiki/Sitabani_Wildlife_Reserve
Q58379737,Ameenpur Lake,,,http://commons.wikimedia.org/wiki/Special:FilePath/Flamingos%20at%20Ameenpur%20Lake%2C%20Hyderabad.jpg,,Hyderabad,Telangana,17.524166666,78.330555555,,,93,,,Ameenpur Lake,,https://en.wikipedia.org/wiki/Ameenpur_Lake
Q60744029,Mookambika Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Udupi district,Karnataka,13.7,74.65,,,,,,,,https://en.wikipedia.org/wiki/Mookambika_Wildlife_Sanctuary
Q60753866,Tungareshwar Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Tungareshwar%20Wildlife%20Sanctuary%20%2828343357103%29.jpg,IUCN category IV: Habitat/Species Management Area,Palghar district,Maharashtra,19.3879,72.9358,,,85,,,Tungareshwar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Tungareshwar_Wildlife_Sanctuary
Q61363881,Nongkhyllem Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Ri-Bhoi district,Meghalaya,25.927380555,91.746522222,,,,,,,,https://en.wikipedia.org/wiki/Nongkhyllem_Wildlife_Sanctuary
Q7262461,Puttenahalli Lake,,,,IUCN category IV: Habitat/Species Management Area,,,13.11111111,77.57611111,Bengaluru,,,,,,,https://en.wikipedia.org/wiki/Puttenahalli_Lake_(Yelahanka)
Q7283821,Raiganj Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Raiganj,West Bengal,25.637,88.121,Raiganj,,,,,Raiganj Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Raiganj_Wildlife_Sanctuary
Q7285897,Rajbari National Park,National Park,,,IUCN category II: National Park,Tripura,Tripura,23.28,91.4,,,,,,,,https://en.wikipedia.org/wiki/Rajbari_National_Park
Q124393199,Anandanagar Forest,,,,,Nadia district,West Bengal,22.9762116,88.4819133,,,,,,,,
Q124393207,Bishnupur Forest,,,,,Bankura district,West Bengal,23.0623341,87.3031681,,,,,,,,
Q124394641,Kulgachi Forest,,,,,Nadia district,West Bengal,23.4150592,88.5804221,,,,,,,,
Q124394645,Golpata Forest,,,,,North 24 Parganas district,West Bengal,22.617462046,88.949849157,,,,,,,,
Q124394704,Dayer Bazar Simanagar Forest,,,,,Nadia district,West Bengal,23.479859,88.5481917,,,,,,,,
Q124394724,Bahadurpur Forest,,,,,Nadia district,West Bengal,23.2761648,88.4824594,,,,,,,,
